,categories,city,country,name,phone,rating,review_count,state,street,url,yelp_alias,zip_code
3362,General Dentistry,Morgan Hill,US,Tsuru Dental Care,(408) 778-3015,4.5,15,CA,17705 Hale Ave - Ste E 3,https://www.yelp.com/biz/tsuru-dental-care-morgan-hill,tsuru-dental-care-morgan-hill,95037
3363,General Dentistry | Endodontists | Cosmetic Dentists,Morgan Hill,US,"Ferdinand D Manalili, DDS",(408) 778-9977,4.5,20,CA,18181 Butterfield Blvd - Ste 120,https://www.yelp.com/biz/ferdinand-d-manalili-dds-morgan-hill-2,ferdinand-d-manalili-dds-morgan-hill-2,95037
3364,General Dentistry,Morgan Hill,US,Mario Marroquin DDS,(408) 779-3464,4.5,12,CA,17705 Hale Ave - Ste G-1,https://www.yelp.com/biz/mario-marroquin-dds-morgan-hill,mario-marroquin-dds-morgan-hill,95037
3365,Endodontists,Morgan Hill,US,"Arita M Charles, DDS",(408) 776-9882,4.5,14,CA,17705 Hale Ave - Ste F1,https://www.yelp.com/biz/arita-m-charles-dds-morgan-hill,arita-m-charles-dds-morgan-hill,95037
3366,General Dentistry | Cosmetic Dentists,Morgan Hill,US,Serenity Comprehensive Dental Care,(408) 778-4440,4.5,27,CA,1049 Cochrane Rd - Ste 110,https://www.yelp.com/biz/serenity-comprehensive-dental-care-morgan-hill,serenity-comprehensive-dental-care-morgan-hill,95037
3367,General Dentistry | Cosmetic Dentists,Morgan Hill,US,"Michael Singh, DDS",(408) 779-7722,4.5,12,CA,18181 Butterfield Blvd - Ste 130,https://www.yelp.com/biz/michael-singh-dds-morgan-hill,michael-singh-dds-morgan-hill,95037
3368,General Dentistry | Endodontists | Cosmetic Dentists,Morgan Hill,US,Vineyard Family Dental,(408) 779-6366,4.5,15,CA,417 Vineyard Town Ctr,https://www.yelp.com/biz/vineyard-family-dental-morgan-hill,vineyard-family-dental-morgan-hill,95037
3369,General Dentistry,Morgan Hill,US,"Robert Shorey, DDS",(408) 778-3384,5.0,8,CA,18181 Butterfield Blvd - Ste 160,https://www.yelp.com/biz/robert-shorey-dds-morgan-hill-2,robert-shorey-dds-morgan-hill-2,95037
3370,General Dentistry | Cosmetic Dentists,Morgan Hill,US,"Don Nguyen, DDS",(408) 779-7391,4.5,10,CA,370 W Dunne Ave - Ste 3,https://www.yelp.com/biz/don-nguyen-dds-morgan-hill-5,don-nguyen-dds-morgan-hill-5,95037
3371,General Dentistry | Cosmetic Dentists | Orthodontists,Morgan Hill,US,"Jeffrey S Miller, DDS",(408) 779-2216,5.0,8,CA,17705 Hale Ave - B-1,https://www.yelp.com/biz/jeffrey-s-miller-dds-morgan-hill,jeffrey-s-miller-dds-morgan-hill,95037
3372,Orthodontists,Morgan Hill,US,Wafelbakker Anderson Orthodontics,(408) 776-9112,5.0,5,CA,17705 Hale Ave - Ste G-2,https://www.yelp.com/biz/wafelbakker-anderson-orthodontics-morgan-hill,wafelbakker-anderson-orthodontics-morgan-hill,95037
3373,Pediatric Dentists | General Dentistry | Endodontists,Morgan Hill,US,Morgan Hill Dental Care,(408) 778-4838,3.0,66,CA,18455 Technology Dr,https://www.yelp.com/biz/morgan-hill-dental-care-morgan-hill,morgan-hill-dental-care-morgan-hill,95037
3374,General Dentistry | Cosmetic Dentists,Morgan Hill,US,McDonald Family Dentistry,(408) 779-9335,4.5,8,CA,17705 Hale Ave - Ste A1,https://www.yelp.com/biz/mcdonald-family-dentistry-morgan-hill-3,mcdonald-family-dentistry-morgan-hill-3,95037
3375,General Dentistry | Cosmetic Dentists,Morgan Hill,US,Cochrane Plaza Dental Care,(408) 227-4100,3.5,29,CA,154 Cochrane Plz,https://www.yelp.com/biz/cochrane-plaza-dental-care-morgan-hill,cochrane-plaza-dental-care-morgan-hill,95037
3376,General Dentistry,Morgan Hill,US,"Hong Jonathan Jung, DDS",(408) 779-0410,4.0,8,CA,16990 Monterey St,https://www.yelp.com/biz/hong-jonathan-jung-dds-morgan-hill-2,hong-jonathan-jung-dds-morgan-hill-2,95037
3377,General Dentistry | Cosmetic Dentists | Endodontists,Morgan Hill,US,Floss Family Dentistry,(408) 778-3135,4.0,9,CA,17705 Hale Ave - Ste C-3,https://www.yelp.com/biz/floss-family-dentistry-morgan-hill,floss-family-dentistry-morgan-hill,95037
3378,Pediatric Dentists | Orthodontists,Morgan Hill,US,"Erika E Gabor,  DMD",(408) 778-5437,3.5,14,CA,18525 Sutter Blvd - Ste 190,https://www.yelp.com/biz/erika-e-gabor-dmd-morgan-hill,erika-e-gabor-dmd-morgan-hill,95037
3379,Cosmetic Dentists,Morgan Hill,US,Giang Chu DMD,(408) 782-7777,5.0,3,CA,17705 Hale Ave - Ste I2,https://www.yelp.com/biz/giang-chu-dmd-morgan-hill,giang-chu-dmd-morgan-hill,95037
3380,Oral Surgeons,Morgan Hill,US,"Louis Tieu, DDS",(408) 779-2870,4.0,5,CA,370 W Dunne Ave,https://www.yelp.com/biz/louis-tieu-dds-morgan-hill,louis-tieu-dds-morgan-hill,95037
3381,General Dentistry | Periodontists | Cosmetic Dentists,Morgan Hill,US,Cosmo Dental Office,(408) 779-9393,3.5,9,CA,16433 Monterey Rd - Ste 100,https://www.yelp.com/biz/cosmo-dental-office-morgan-hill-2,cosmo-dental-office-morgan-hill-2,95037
3382,General Dentistry,Morgan Hill,US,Paradise Valley Dental Care,(408) 722-6245,5.0,3,CA,15335 Calle Enrique - Unit 1,https://www.yelp.com/biz/paradise-valley-dental-care-morgan-hill,paradise-valley-dental-care-morgan-hill,95037
3383,General Dentistry | Cosmetic Dentists | Endodontists,Morgan Hill,US,Morgan Hill Smiles,(408) 778-9977,5.0,2,CA,18181 Butterfield Blvd - Ste 120,https://www.yelp.com/biz/morgan-hill-smiles-morgan-hill,morgan-hill-smiles-morgan-hill,95037
3384,Orthodontists | Cosmetic Dentists,Morgan Hill,US,"Tommy Tong, DDS, MSD",(408) 779-4169,5.0,2,CA,370 W Dunne Ave - Stte 6,https://www.yelp.com/biz/tommy-tong-dds-msd-morgan-hill,tommy-tong-dds-msd-morgan-hill,95037
3385,General Dentistry | Cosmetic Dentists,Morgan Hill,US,"Stephen G Pearson, DDS",(408) 779-2129,5.0,5,CA,17705 Hale Ave - Ste B4,https://www.yelp.com/biz/stephen-g-pearson-dds-morgan-hill,stephen-g-pearson-dds-morgan-hill,95037
3386,General Dentistry,Morgan Hill,US,Lotus Dental Spa,(408) 778-7700,3.5,3,CA,18181 Butterfield Blvd - Ste 110,https://www.yelp.com/biz/lotus-dental-spa-morgan-hill,lotus-dental-spa-morgan-hill,95037
3387,General Dentistry,Morgan Hill,US,Tran David DDS,(408) 779-6701,4.5,2,CA,16120 Monterey St,https://www.yelp.com/biz/tran-david-dds-morgan-hill,tran-david-dds-morgan-hill,95037
3388,Periodontists,Morgan Hill,US,"Stephen C Smith, DDS",(408) 779-8686,3.0,5,CA,370 W Dunne Ave - Ste 5,https://www.yelp.com/biz/stephen-c-smith-dds-morgan-hill,stephen-c-smith-dds-morgan-hill,95037
3389,Cosmetic Dentists | General Dentistry,Morgan Hill,US,Condit Dental,(408) 778-4548,2.5,3,CA,17020 Condit Rd - Ste 180,https://www.yelp.com/biz/condit-dental-morgan-hill,condit-dental-morgan-hill,95037
3390,Orthodontists | Cosmetic Dentists | General Dentistry,Morgan Hill,US,South Valley Dental,(408) 778-6684,2.0,6,CA,15870 Monterey St,https://www.yelp.com/biz/south-valley-dental-morgan-hill,south-valley-dental-morgan-hill,95037
3391,General Dentistry,Morgan Hill,US,Mindcraft Dental Creations,(408) 779-7700,5.0,1,CA,328 Digital Dr,https://www.yelp.com/biz/mindcraft-dental-creations-morgan-hill,mindcraft-dental-creations-morgan-hill,95037
3392,Pediatric Dentists | Orthodontists | General Dentistry,Fairfield,US,Parkside Dental Care,(707) 427-2222,4.5,59,CA,1325 Travis Blvd,https://www.yelp.com/biz/parkside-dental-care-fairfield-3,parkside-dental-care-fairfield-3,94533
3393,General Dentistry | Cosmetic Dentists,Fairfield,US,Forever Smile Dental,(707) 435-1100,5.0,29,CA,2401-C Waterman Blvd - Ste 3,https://www.yelp.com/biz/forever-smile-dental-fairfield,forever-smile-dental-fairfield,94534
3394,General Dentistry,Fairfield,US,Mora Family Dentistry - Fairfield,(707) 425-6216,5.0,29,CA,1402 Pennsylvania Ave,https://www.yelp.com/biz/mora-family-dentistry-fairfield-fairfield-4,mora-family-dentistry-fairfield-fairfield-4,94533
3395,General Dentistry | Cosmetic Dentists | Orthodontists,Fairfield,US,Freedom Dental,(707) 422-2236,4.5,52,CA,2201 Boynton Ave,https://www.yelp.com/biz/freedom-dental-fairfield,freedom-dental-fairfield,94533
3396,General Dentistry,Fairfield,US,Solano Dental Group,(707) 428-1000,5.0,25,CA,1350 Travis Blvd,https://www.yelp.com/biz/solano-dental-group-fairfield,solano-dental-group-fairfield,94533
3397,Oral Surgeons | General Dentistry | Orthodontists,Fairfield,US,Jergensen Dentistry and Orthodontics,(707) 422-3884,4.5,29,CA,2480 Hilborn Rd,https://www.yelp.com/biz/jergensen-dentistry-and-orthodontics-fairfield,jergensen-dentistry-and-orthodontics-fairfield,94534
3398,Cosmetic Dentists | General Dentistry,Fairfield,US,"Sunni G Yoon ,DDS",(707) 422-7003,4.5,52,CA,1245 Travis Blvd - Ste C/D,https://www.yelp.com/biz/sunni-g-yoon-dds-fairfield-3,sunni-g-yoon-dds-fairfield-3,94533
3399,General Dentistry | Orthodontists | Pediatric Dentists,Fairfield,US,My Kid's Dentist & Orthodontics,(707) 426-4401,4.5,35,CA,3332 N Texas St - Ste D,https://www.yelp.com/biz/my-kids-dentist-and-orthodontics-fairfield,my-kids-dentist-and-orthodontics-fairfield,94533
3400,Orthodontists,Fairfield,US,"Robert W Anderson, DDS MSD",(707) 422-2190,5.0,22,CA,3694 Hilborn Rd - Ste 202,https://www.yelp.com/biz/robert-w-anderson-dds-msd-fairfield,robert-w-anderson-dds-msd-fairfield,94534
3401,Oral Surgeons,Fairfield,US,Waterman Oral and Maxillofacial Surgery,(707) 428-5427,4.5,21,CA,2801 Waterman Blvd - Ste 240,https://www.yelp.com/biz/waterman-oral-and-maxillofacial-surgery-fairfield,waterman-oral-and-maxillofacial-surgery-fairfield,94534
3402,Oral Surgeons | General Dentistry | Orthodontists,Fairfield,US,Fairfield Dentists and Orthodontics,(707) 399-9082,4.0,59,CA,3332 N Texas St - Ste C,https://www.yelp.com/biz/fairfield-dentists-and-orthodontics-fairfield,fairfield-dentists-and-orthodontics-fairfield,94533
3403,General Dentistry | Orthodontists | Cosmetic Dentists,Fairfield,US,"Darwin F Lum, DDS",(707) 426-1790,5.0,14,CA,1300 Oliver Rd - Ste 130,https://www.yelp.com/biz/darwin-f-lum-dds-fairfield,darwin-f-lum-dds-fairfield,94534
3404,General Dentistry | Cosmetic Dentists | Endodontists,Fairfield,US,Waterman Boulevard Family Dentistry,(707) 429-0451,4.5,21,CA,2801 Waterman Blvd - Ste 120,https://www.yelp.com/biz/waterman-boulevard-family-dentistry-fairfield-3,waterman-boulevard-family-dentistry-fairfield-3,94534
3405,Pediatric Dentists,Fairfield,US,"Dennis Paul Nutter, DDS",(707) 422-5444,4.5,16,CA,3694 Hilborn Rd - Ste 100,https://www.yelp.com/biz/dennis-paul-nutter-dds-fairfield,dennis-paul-nutter-dds-fairfield,94534
3406,Pediatric Dentists | Orthodontists | Oral Surgeons,Fairfield,US,Gateway Dental Group,(707) 426-1234,4.5,21,CA,1586 Gateway Blvd - Ste C1,https://www.yelp.com/biz/gateway-dental-group-fairfield,gateway-dental-group-fairfield,94533
3407,Oral Surgeons | Pediatric Dentists,Fairfield,US,"Irma L Garcia, DDS",(707) 422-5444,4.0,21,CA,3694 Hilborn Rd - Ste 100,https://www.yelp.com/biz/irma-l-garcia-dds-fairfield,irma-l-garcia-dds-fairfield,94534
3408,Pediatric Dentists | General Dentistry,Fairfield,US,Happy Little Chompers,(707) 429-5450,5.0,8,CA,2801 Waterman Blvd - Ste 190,https://www.yelp.com/biz/happy-little-chompers-fairfield,happy-little-chompers-fairfield,94534
3409,General Dentistry | Cosmetic Dentists,Fairfield,US,Yu Smile Dental,(707) 863-0777,4.0,22,CA,4455 Central Way - Ste A,https://www.yelp.com/biz/yu-smile-dental-fairfield,yu-smile-dental-fairfield,94534
3410,Oral Surgeons,Fairfield,US,"Jennifer J Liu, DDS, MD",(707) 422-6020,4.5,11,CA,1700 Pennsylvania Ave - Ste A,https://www.yelp.com/biz/jennifer-j-liu-dds-md-fairfield,jennifer-j-liu-dds-md-fairfield,94533
3411,General Dentistry,Suisun City,US,Windsmile Family Dental,(707) 421-8190,4.5,22,CA,141 Sunset Ave - Ste I & J,https://www.yelp.com/biz/windsmile-family-dental-suisun-city,windsmile-family-dental-suisun-city,94585
3412,Cosmetic Dentists | General Dentistry,Fairfield,US,"James D Prigmore, DDS",(707) 422-3500,5.0,7,CA,1357 Oliver Rd,https://www.yelp.com/biz/james-d-prigmore-dds-fairfield-2,james-d-prigmore-dds-fairfield-2,94534
3413,Pediatric Dentists,Fairfield,US,"Anita Ford, DDS - Happy Little Chompers",(707) 429-5450,4.5,9,CA,2801 Waterman Blvd - Ste 190,https://www.yelp.com/biz/anita-ford-dds-happy-little-chompers-fairfield,anita-ford-dds-happy-little-chompers-fairfield,94534
3414,Orthodontists,Fairfield,US,"Michel Van Bergen, DMD MSD",(707) 421-4646,5.0,7,CA,2201 Boynton Ave,https://www.yelp.com/biz/michel-van-bergen-dmd-msd-fairfield,michel-van-bergen-dmd-msd-fairfield,94533
3415,Pediatric Dentists,Fairfield,US,Rolling Hills Pediatric Dentistry,(707) 422-5444,4.5,16,CA,3694 Hilborn Rd - Ste 100,https://www.yelp.com/biz/rolling-hills-pediatric-dentistry-fairfield-4,rolling-hills-pediatric-dentistry-fairfield-4,94534
3416,General Dentistry,Fairfield,US,"Hicken Scott C, DDS",(707) 429-1070,5.0,7,CA,1535 Webster St - Ste B,https://www.yelp.com/biz/hicken-scott-c-dds-fairfield-2,hicken-scott-c-dds-fairfield-2,94533
3417,General Dentistry | Cosmetic Dentists,Suisun City,US,Suisun City Dental,(707) 429-8611,5.0,13,CA,807 Main St,https://www.yelp.com/biz/suisun-city-dental-suisun-city,suisun-city-dental-suisun-city,94585
3418,Orthodontists | Endodontists | Periodontists,Fairfield,US,"Thomas Toolson, DDS",(707) 427-3113,4.5,13,CA,1325 Oliver Rd,https://www.yelp.com/biz/thomas-toolson-dds-fairfield-2,thomas-toolson-dds-fairfield-2,94534
3419,General Dentistry | Cosmetic Dentists,Fairfield,US,"Mark J Warner, DDS",(707) 422-7633,5.0,6,CA,1291 Oliver Rd,https://www.yelp.com/biz/mark-j-warner-dds-fairfield-10,mark-j-warner-dds-fairfield-10,94534
3420,Orthodontists,Fairfield,US,Busquets Orthodontics,(707) 427-1010,5.0,7,CA,1900 Pennsylvania Ave,https://www.yelp.com/biz/busquets-orthodontics-fairfield-2,busquets-orthodontics-fairfield-2,94533
3421,General Dentistry,Fairfield,US,Paradise Valley Dental Studios,(707) 421-8400,4.0,16,CA,3329 North Texas St - Ste 88,https://www.yelp.com/biz/paradise-valley-dental-studios-fairfield,paradise-valley-dental-studios-fairfield,94533
3422,General Dentistry,Fairfield,US,"Edward Po, DDS",(707) 422-5441,4.5,11,CA,2560 N Texas St - Ste H,https://www.yelp.com/biz/edward-po-dds-fairfield,edward-po-dds-fairfield,94533
3423,Orthodontists,Fairfield,US,Fairfield Orthodontics,(707) 428-3200,5.0,5,CA,1411 Oliver Rd - Ste 330,https://www.yelp.com/biz/fairfield-orthodontics-fairfield-2,fairfield-orthodontics-fairfield-2,94534
3424,Oral Surgeons,Fairfield,US,John M Lewis DDS,(707) 427-1026,4.5,8,CA,1900 Pennsylvania Ave,https://www.yelp.com/biz/john-m-lewis-dds-fairfield,john-m-lewis-dds-fairfield,94533
3425,General Dentistry | Periodontists | Cosmetic Dentists,Fairfield,US,Brite Smile Family Dental Care,(707) 421-8285,5.0,5,CA,1555 Webster St,https://www.yelp.com/biz/brite-smile-family-dental-care-fairfield,brite-smile-family-dental-care-fairfield,94533
3426,Oral Surgeons,Fairfield,US,Ruff Cynthia M DDS,(707) 427-3100,5.0,4,CA,690 E Tabor Ave - Ste C,https://www.yelp.com/biz/ruff-cynthia-m-dds-fairfield,ruff-cynthia-m-dds-fairfield,94533
3427,Pediatric Dentists | Cosmetic Dentists,Fairfield,US,"Navneet Aujla, DDS",(707) 427-1026,5.0,4,CA,1900 Pennsylvania Ave,https://www.yelp.com/biz/navneet-aujla-dds-fairfield-7,navneet-aujla-dds-fairfield-7,94533
3428,Oral Surgeons,Fairfield,US,Fairfield Oral Surgery and Implantology,(707) 759-5550,3.0,18,CA,1590 Webster St - Ste E,https://www.yelp.com/biz/fairfield-oral-surgery-and-implantology-fairfield-3,fairfield-oral-surgery-and-implantology-fairfield-3,94533
3429,General Dentistry | Cosmetic Dentists,Fairfield,US,Anderson Dental Care,(707) 425-0646,4.5,7,CA,995 Oliver Rd - Ste 10,https://www.yelp.com/biz/anderson-dental-care-fairfield,anderson-dental-care-fairfield,94534
3430,General Dentistry,Fairfield,US,New Millenium Denistry,(707) 429-1708,3.5,10,CA,1363 Oliver Rd - Ste A,https://www.yelp.com/biz/new-millenium-denistry-fairfield,new-millenium-denistry-fairfield,94534
3431,General Dentistry | Cosmetic Dentists | Periodontists,Fairfield,US,"Jeffery S Webb, DDS",(707) 422-8282,3.0,18,CA,2750 N Texas St - Ste 360 - Sunrise Dental,https://www.yelp.com/biz/jeffery-s-webb-dds-fairfield-3,jeffery-s-webb-dds-fairfield-3,94533
3432,Oral Surgeons | Periodontists,Fairfield,US,Robert J. Michaud DDS & Melisa A. Doyle DDS,(707) 426-0541,5.0,3,CA,1525 Webster St - Ste F,https://www.yelp.com/biz/robert-j-michaud-dds-and-melisa-a-doyle-dds-fairfield,robert-j-michaud-dds-and-melisa-a-doyle-dds-fairfield,94533
3433,General Dentistry | Cosmetic Dentists,Fairfield,US,"Jose Victor Santos, DMD",(707) 429-9550,5.0,4,CA,1700 Pennsylvania Ave - Ste D,https://www.yelp.com/biz/jose-victor-santos-dmd-fairfield,jose-victor-santos-dmd-fairfield,94533
3434,General Dentistry | Cosmetic Dentists,Fairfield,US,"David A Sestero, DDS",(707) 427-3172,5.0,3,CA,1295 Oliver Rd,https://www.yelp.com/biz/david-a-sestero-dds-fairfield,david-a-sestero-dds-fairfield,94534
3435,Orthodontists,Fairfield,US,"Anthony Marino, DDS - Fairfield",(707) 448-6271,4.5,3,CA,1010 Empire St,https://www.yelp.com/biz/anthony-marino-dds-fairfield-fairfield,anthony-marino-dds-fairfield-fairfield,94533
3436,Oral Surgeons,Fairfield,US,Freeman Lee DDS,(707) 422-2236,5.0,3,CA,2201 Boynton Ave,https://www.yelp.com/biz/freeman-lee-dds-fairfield,freeman-lee-dds-fairfield,94533
3437,General Dentistry | Cosmetic Dentists,Fairfield,US,"Walter D Kuzma, DDS",(707) 422-8404,3.0,9,CA,3694 Hilborn Rd - Ste 200,https://www.yelp.com/biz/walter-d-kuzma-dds-fairfield-2,walter-d-kuzma-dds-fairfield-2,94534
3438,Oral Surgeons | Pediatric Dentists,Fairfield,US,"Mark Choi, DDS",(707) 422-8360,4.0,4,CA,2500 N Texas St - Ste C,https://www.yelp.com/biz/mark-choi-dds-fairfield-2,mark-choi-dds-fairfield-2,94533
3439,General Dentistry,Fairfield,US,"Taasan C Marlon,DMD",(707) 422-6651,3.5,9,CA,1545 N Texas St - Ste 309,https://www.yelp.com/biz/taasan-c-marlon-dmd-fairfield,taasan-c-marlon-dmd-fairfield,94533
3440,General Dentistry | Cosmetic Dentists | Orthodontists,Fairfield,US,"Jacquelyn N Averett, DDS",(707) 426-2263,4.0,4,CA,550 Webster St - Ste A,https://www.yelp.com/biz/jacquelyn-n-averett-dds-fairfield,jacquelyn-n-averett-dds-fairfield,94533
3441,Periodontists,Fairfield,US,"Mark D Sutter, DDS",(707) 425-5511,5.0,3,CA,3700 Hilborn Rd - Ste 300,https://www.yelp.com/biz/mark-d-sutter-dds-fairfield,mark-d-sutter-dds-fairfield,94534
3442,General Dentistry | Endodontists | Cosmetic Dentists,Fairfield,US,Access Dental,(707) 429-4000,2.5,11,CA,1600 Travis Blvd,https://www.yelp.com/biz/access-dental-fairfield,access-dental-fairfield,94533
3443,Pediatric Dentists,Fairfield,US,"Jan Gerber,DDS",(707) 422-5444,5.0,2,CA,3694 Hilborn Rd - Ste 100,https://www.yelp.com/biz/jan-gerber-dds-fairfield,jan-gerber-dds-fairfield,94534
3444,General Dentistry | Endodontists | Cosmetic Dentists,Fairfield,US,"Steve H. Galvan, DDS",(707) 434-8777,3.5,7,CA,1500 Oliver Rd - Ste F,https://www.yelp.com/biz/steve-h-galvan-dds-fairfield,steve-h-galvan-dds-fairfield,94534
3445,Orthodontists | General Dentistry | Cosmetic Dentists,Fairfield,US,Western Dental & Orthodontics,(707) 430-0148,1.5,67,CA,2440 N Texas St,https://www.yelp.com/biz/western-dental-and-orthodontics-fairfield,western-dental-and-orthodontics-fairfield,94533
3446,Oral Surgeons | General Dentistry,Fairfield,US,"Antonio B Zarate, DDS",(707) 425-0225,5.0,2,CA,1225 Travis Blvd - Ste B,https://www.yelp.com/biz/antonio-b-zarate-dds-fairfield,antonio-b-zarate-dds-fairfield,94533
3447,Endodontists,Fairfield,US,Fairfield Endodontics,(707) 425-5666,5.0,2,CA,2801 Waterman Blvd - Ste 290,https://www.yelp.com/biz/fairfield-endodontics-fairfield-2,fairfield-endodontics-fairfield-2,94534
3448,General Dentistry,Fairfield,US,"John R Saunderson, DMD",(707) 428-5427,3.5,7,CA,2801 Waterman Blvd - Ste 240,https://www.yelp.com/biz/john-r-saunderson-dmd-fairfield,john-r-saunderson-dmd-fairfield,94534
3449,General Dentistry,Suisun City,US,"Tafalla Froilan, DMD",(707) 425-4800,4.0,6,CA,288 Sunset Ave - Ste E,https://www.yelp.com/biz/tafalla-froilan-dmd-suisun-city-2,tafalla-froilan-dmd-suisun-city-2,94585
3450,Oral Surgeons | Endodontists,Fairfield,US,Stich James E DDS,(707) 427-8836,3.5,3,CA,1377 Oliver Rd,https://www.yelp.com/biz/stich-james-e-dds-fairfield,stich-james-e-dds-fairfield,94534
3451,General Dentistry,Fairfield,US,"Megha Jadhav, DMD - Healthy Smile Dental Care",(707) 427-3111,5.0,1,CA,1900 Pennsylvania Ave - Ste B2,https://www.yelp.com/biz/megha-jadhav-dmd-healthy-smile-dental-care-fairfield,megha-jadhav-dmd-healthy-smile-dental-care-fairfield,94533
3452,Oral Surgeons,Fairfield,US,Su Judy DDS,(707) 428-1000,5.0,1,CA,1350 Travis Blvd,https://www.yelp.com/biz/su-judy-dds-fairfield,su-judy-dds-fairfield,94533
3453,Orthodontists,Fairfield,US,Zurcher Willard E DDS Inc Orthdntst,(707) 427-1010,5.0,1,CA,1900 Pennsylvania Ave,https://www.yelp.com/biz/zurcher-willard-e-dds-inc-orthdntst-fairfield,zurcher-willard-e-dds-inc-orthdntst-fairfield,94533
